node_idx,x,y,elevation,flow_accumulation,mean_depth,max_depth
870,803551.56,349732.44,319.31238,1.0,0.1360665,0.5074463
9,803276.56,350382.44,328.28693,1.0,0.13597603,0.4670105
3147,802296.6,348909.22,321.50424,1.0,0.13591684,0.34402466
1815,803501.56,349382.44,329.64484,1.0,0.13586922,0.4387207
3056,802493.8,349187.88,315.77786,1.0,0.13583125,0.42514038
2713,802451.56,348882.44,322.00473,1.0,0.13582948,0.39785767
3002,803229.4,349791.06,308.1664,1.0,0.13581353,0.40252686
3087,802624.7,349689.1,308.0152,1.0,0.13579407,0.50375366
763,803501.56,349782.44,313.13187,1.0,0.13575858,0.42980957
198,803051.56,350182.44,308.76126,1.0,0.13569722,0.45135498
25,803326.56,350357.44,329.50583,1.0,0.13567527,0.449646
1178,802926.56,349607.44,309.23358,1.0,0.1354833,0.5826111
110,803176.56,350257.44,316.06302,1.0,0.13524278,0.45114136
1124,803276.56,349632.44,308.0997,1.0,0.13518333,0.98965454
1441,802626.56,349507.44,320.64774,1.0,0.1350962,0.52685547
2929,802226.56,348532.44,346.125,1.0,0.13505954,0.49014282
3444,803296.44,350057.2,317.93774,1.0,0.13500348,0.43301392
2653,802026.56,348932.44,347.99368,1.0,0.13495469,0.36853027
1288,802226.56,349557.44,317.48712,1.0,0.13488348,0.4482727
1857,802876.56,349357.44,320.40195,1.0,0.13480887,0.36395264
893,802351.56,349707.44,305.689,1.0,0.13480212,0.3241272
753,802776.56,349782.44,310.878,3.0,0.13475057,0.4472046
595,802351.56,349857.44,313.8398,1.0,0.13473105,0.60458374
1369,802551.56,349532.44,308.18216,1.0,0.13470976,0.44088745
647,802401.56,349832.44,305.29208,3.0,0.13468955,0.4960327
3532,803012.0,350039.2,301.05307,1.0,0.13464019,0.40093994
582,803401.56,349882.44,306.1115,1.0,0.134628,0.45373535
194,802951.56,350182.44,315.34958,1.0,0.13459516,0.5940857
716,803376.56,349807.44,309.25046,1.0,0.13456231,0.552948
2649,802626.56,348957.44,335.37454,4.0,0.13455291,0.4732666
332,802851.56,350082.44,302.83423,1.0,0.13449217,0.4640503
118,803376.56,350257.44,326.8716,1.0,0.13431832,0.46832275
1680,803526.56,349432.44,328.90695,1.0,0.13427584,0.34750366
2483,802126.56,349082.44,344.3906,1.0,0.13427202,0.4493103
730,803851.56,349807.44,333.82635,1.0,0.1342719,0.2956848
528,803251.56,349907.44,304.1979,1.0,0.13426934,0.46853638
542,803751.56,349907.44,330.31836,1.0,0.13424715,0.39694214
1850,802576.56,349357.44,316.18448,1.0,0.13424347,0.40457153
575,803226.56,349882.44,303.2437,1.0,0.13412677,0.41137695
3516,803331.1,350035.12,319.09543,1.0,0.13409978,0.5166321
1503,802476.56,349482.44,307.12622,6.0,0.13402466,0.8293457
232,803051.56,350157.44,308.00146,1.0,0.13400683,0.41766357
3127,802572.4,349196.28,317.3762,1.0,0.13399653,0.42269897
1855,802826.56,349357.44,322.58484,1.0,0.13396785,0.44384766
209,803326.56,350182.44,321.71002,1.0,0.13393302,0.4312744
2261,802101.56,349182.44,350.84222,1.0,0.13393113,0.46624756
1720,802801.56,349407.44,321.40018,1.0,0.13388161,0.47631836
3350,803631.6,349902.34,325.552,1.0,0.13371268,0.40133667
1977,802501.56,349307.44,315.40265,1.0,0.13365859,0.48638916
3209,802695.8,349656.34,311.12018,1.0,0.13361031,0.48132324
1126,803326.56,349632.44,316.02252,1.0,0.13357624,0.5699463
2212,802226.56,349207.44,327.95062,1.0,0.13351235,0.4784546
1799,803101.56,349382.44,313.52048,1.0,0.13350601,0.3522644
837,802401.56,349732.44,303.1556,1.0,0.13336772,0.42492676
726,803626.56,349807.44,322.03976,1.0,0.13328813,0.5743103
707,802801.56,349807.44,309.0372,1.0,0.13314904,0.40161133
2552,802776.56,349057.44,332.4203,1.0,0.13309366,0.44985962
320,803476.56,350107.44,326.90265,4.0,0.133087,0.47061157
2935,802441.9,349637.47,301.7225,1.0,0.13299635,0.42156982
1471,803476.56,349507.44,324.97845,1.0,0.13292609,0.60357666
3158,802396.25,349036.1,319.18433,2.0,0.13286254,0.4465027
988,803301.56,349682.44,310.82483,1.0,0.13256203,0.557312
2995,803396.25,349776.06,313.3061,1.0,0.1325587,0.5758362
899,802576.56,349707.44,302.59937,1.0,0.13254413,0.4083557
3292,803238.0,350080.66,314.48996,1.0,0.13241385,0.41906738
1554,801851.56,349457.44,339.33365,1.0,0.13240775,0.44604492
2640,802401.56,348957.44,319.46875,1.0,0.13231689,0.33898926
426,802876.56,349957.44,298.811,3.0,0.13211672,0.66116333
126,802851.56,350232.44,308.79333,1.0,0.13202456,0.45654297
1998,803151.56,349307.44,322.96225,1.0,0.1319214,0.4650879
3349,803645.75,349888.9,325.552,1.0,0.13187864,0.35739136
2161,802326.56,349232.44,318.4157,1.0,0.13180731,0.4373169
267,803051.56,350132.44,308.00076,1.0,0.13179724,0.4033203
413,802376.56,349957.44,309.14713,4.0,0.1317882,0.61846924
1436,802501.56,349507.44,307.5103,1.0,0.13178328,0.47280884
2098,802201.56,349257.44,328.66806,1.0,0.13178144,0.45111084
661,803026.56,349832.44,303.15106,1.0,0.13178092,0.45352173
3388,802919.75,349995.53,299.06976,1.0,0.13174485,0.40298462
1030,802526.56,349657.44,301.1944,1.0,0.13173749,1.0895996
677,803426.56,349832.44,307.16663,1.0,0.13164832,0.5407715
1504,802501.56,349482.44,307.51096,4.0,0.1316175,0.4689331
314,803326.56,350107.44,321.39487,1.0,0.13160807,0.4933777
2934,802429.0,349623.38,302.27335,1.0,0.13160414,0.49517822
3285,803098.4,350086.12,303.97815,1.0,0.13153818,0.33517456
3604,802270.0,349326.84,318.39908,1.0,0.13152361,0.49273682
3142,802375.6,348969.75,320.05444,1.0,0.13148566,0.37072754
2486,802201.56,349082.44,336.17917,1.0,0.13146588,0.4333191
31,803026.56,350332.44,327.2203,1.0,0.13140024,0.4348755
3424,802906.3,350033.25,299.752,1.0,0.13125558,0.43511963
3423,802887.3,350027.4,299.4595,1.0,0.13104758,0.4796753
229,802976.56,350157.44,316.00397,1.0,0.13090952,0.48101807
2822,802426.56,348757.44,336.66565,1.0,0.13081247,0.4743042
1026,802351.56,349657.44,305.3471,2.0,0.13078725,0.47958374
3155,802350.56,348994.62,319.96527,1.0,0.13068417,0.32040405
579,803326.56,349882.44,304.92062,1.0,0.13064593,0.4736023
2833,802226.56,348732.44,343.6593,3.0,0.13060959,0.4031372
769,803651.56,349782.44,323.43723,1.0,0.13059281,0.4708252
1344,803726.56,349557.44,331.9916,1.0,0.13054752,0.39663696
313,803301.56,350107.44,318.4055,1.0,0.13054018,0.37982178
737,802276.56,349782.44,321.3924,1.0,0.13052885,0.46029663
109,803151.56,350257.44,316.06665,1.0,0.13043061,0.43710327
145,803326.56,350232.44,321.77808,2.0,0.1303009,0.49368286
865,803426.56,349732.44,320.55222,1.0,0.13028444,0.42230225
1715,802576.56,349407.44,318.4935,1.0,0.1301907,0.448761
3535,802951.94,350026.3,299.89258,1.0,0.13013956,0.36618042
3578,802291.0,349390.78,318.92572,5.0,0.13008745,0.5296631
657,802776.56,349832.44,308.21658,1.0,0.13002394,0.45367432
143,803276.56,350232.44,318.9825,1.0,0.13000774,0.3975525
3046,802368.2,349034.78,319.53125,1.0,0.12997815,0.39611816
522,803101.56,349907.44,300.85345,1.0,0.12995094,0.28549194
42,803301.56,350332.44,327.09494,1.0,0.1299356,0.3972473
1073,803701.56,349657.44,330.37247,1.0,0.12991491,0.4623413
1303,802601.56,349557.44,318.52383,1.0,0.1298841,0.5133972
1761,801826.56,349382.44,340.87894,1.0,0.12977073,0.41177368
648,802426.56,349832.44,302.76047,1.0,0.12972665,0.45028687
1677,803451.56,349432.44,325.15662,1.0,0.12970008,0.4295349
2084,801851.56,349257.44,357.61047,1.0,0.12958863,0.47753906
3366,803349.8,350014.0,319.73804,1.0,0.12937327,0.52297974
674,803351.56,349832.44,305.27753,1.0,0.12937209,0.42721558
3041,802290.94,348974.2,320.9044,1.0,0.12934719,0.35549927
1003,803676.56,349682.44,328.02893,2.0,0.12923177,0.5532532
2089,801976.56,349257.44,357.10815,2.0,0.12922479,0.45474243
690,802276.56,349807.44,321.0159,1.0,0.12891147,0.60162354
3383,803013.9,350019.28,301.05814,1.0,0.12887862,0.43945312
3463,803641.25,349947.62,325.52435,1.0,0.12884109,0.31518555
1202,803526.56,349607.44,326.18933,1.0,0.12883998,0.39379883
1177,802901.56,349607.44,316.07327,1.0,0.12883046,0.6575012
416,802451.56,349957.44,301.5949,1.0,0.12879574,0.46307373
243,803326.56,350157.44,321.5303,1.0,0.12875478,0.4154663
594,802326.56,349857.44,315.28326,1.0,0.12865792,0.47924805
1472,803501.56,349507.44,325.53317,1.0,0.12859273,0.39974976
1547,803676.56,349482.44,332.11206,3.0,0.12853639,0.3143921
1888,801701.56,349332.44,356.32114,1.0,0.12849042,0.41552734
2953,802443.8,349609.9,302.41046,1.0,0.12847999,0.5880432
1445,802826.56,349507.44,319.15277,2.0,0.12843868,0.47174072
1963,801951.56,349307.44,357.30695,1.0,0.12842612,0.45114136
3602,802303.2,349305.06,317.45554,1.0,0.12839569,0.3360901
3449,803395.2,350050.2,320.8452,1.0,0.1283702,0.35357666
1873,803276.56,349357.44,323.6044,1.0,0.12827528,0.42401123
35,803126.56,350332.44,327.2179,1.0,0.12818785,0.38378906
1296,802426.56,349557.44,303.41238,4.0,0.12815486,0.44680786
1739,803276.56,349407.44,321.4413,1.0,0.12814595,0.44970703
1265,803476.56,349582.44,325.53583,1.0,0.12811425,0.3607788
1760,801801.56,349382.44,340.91724,5.0,0.12808697,0.46279907
3157,802382.25,349020.56,319.53125,1.0,0.12807424,0.3864441
3448,803375.44,350052.2,320.51404,1.0,0.12806112,0.37939453
2263,802151.56,349182.44,343.80737,1.0,0.12800504,0.4453125
2628,802676.56,348982.44,336.1277,1.0,0.1280027,0.2359314
2927,802251.56,348557.44,345.47867,1.0,0.1279764,0.40612793
133,803026.56,350232.44,322.3246,1.0,0.12796836,0.46295166
3700,801915.7,349582.9,337.2781,1.0,0.1279652,0.3001709
3308,803553.44,350029.6,323.6232,1.0,0.12768014,0.377594
3629,801854.94,349598.8,337.90625,1.0,0.12761413,0.41357422
2300,803201.56,349182.44,327.84717,1.0,0.12761034,0.41870117
483,803251.56,349932.44,305.99188,1.0,0.12753241,0.38882446
3447,803356.0,350053.72,320.10806,2.0,0.12745005,0.3738098
1816,803526.56,349382.44,330.0542,3.0,0.12742299,0.38983154
2481,802076.56,349082.44,353.0517,1.0,0.12741773,0.33099365
1069,803601.56,349657.44,324.38303,3.0,0.12735578,0.39642334
219,802726.56,350157.44,297.75916,1.0,0.12735404,0.4317932
3238,802531.5,349178.47,316.2065,1.0,0.12733129,0.3230896
1789,802851.56,349382.44,320.1984,1.0,0.12728639,0.45993042
1863,803026.56,349357.44,320.87762,1.0,0.12720731,0.5574341
1512,802801.56,349482.44,320.6419,2.0,0.12719154,0.39285278
3702,801882.5,349604.66,337.85062,1.0,0.12717812,0.31903076
3038,802075.56,349213.84,350.9326,1.0,0.12717557,0.5019226
3036,802029.6,349196.22,354.3167,1.0,0.12700844,0.3731079
886,802176.56,349707.44,330.9321,2.0,0.12699865,0.57351685
2782,802451.56,348807.44,330.145,1.0,0.12699114,0.45285034
2220,802626.56,349207.44,324.08368,1.0,0.12685639,0.42294312
2489,802276.56,349082.44,326.23987,1.0,0.12670752,0.346344
3658,802346.6,349330.56,316.6744,4.0,0.12670381,0.44415283
3445,803316.3,350056.03,318.8411,1.0,0.12667373,0.39367676
2082,801801.56,349257.44,358.2757,1.0,0.12666556,0.36108398
1804,803226.56,349382.44,320.6844,1.0,0.12662461,0.3625183
1714,802551.56,349407.44,314.73575,1.0,0.1265753,0.5611267
3554,802633.7,349825.06,302.76376,1.0,0.1265262,0.37149048
190,802851.56,350182.44,307.1866,8.0,0.12647834,0.5534363
3290,803198.3,350082.97,311.40295,1.0,0.12646352,0.4653015
3126,802585.2,349210.97,317.62363,1.0,0.12639157,0.33926392
1371,802601.56,349532.44,317.27264,3.0,0.12634808,0.65130615
845,802776.56,349732.44,311.0265,1.0,0.12629992,0.42074585
1987,802876.56,349307.44,321.5631,1.0,0.12624805,0.36038208
636,803551.56,349857.44,312.4119,1.0,0.12624672,0.4045105
2127,803226.56,349257.44,326.43918,1.0,0.12624656,0.371521
393,803026.56,349982.44,301.9677,1.0,0.1260967,0.34243774
3654,802280.06,349374.06,318.92572,1.0,0.12603629,0.48739624
795,802751.56,349757.44,309.9735,1.0,0.12603502,0.37890625
1067,803551.56,349657.44,327.24292,1.0,0.12590608,0.41644287
1679,803501.56,349432.44,327.20255,1.0,0.12589544,0.44854736
77,803001.56,350282.44,323.42984,2.0,0.12578996,0.43676758
319,803451.56,350107.44,326.27957,7.0,0.12578365,0.44021606
1351,801901.56,349532.44,338.1808,1.0,0.12576371,0.4359436
3614,802104.0,349435.62,328.35693,1.0,0.12574585,0.34472656
3195,802677.4,349655.6,310.44836,2.0,0.12570581,0.47372437
252,802676.56,350132.44,293.20227,1.0,0.12568168,0.6385803
2505,802801.56,349082.44,328.99716,1.0,0.12566,0.41122437
358,802701.56,350032.44,298.4073,1.0,0.12563786,0.38687134
815,803601.56,349757.44,320.86905,1.0,0.12562865,0.5012512
1034,802626.56,349657.44,314.19717,1.0,0.12557891,0.52404785
1208,803676.56,349607.44,330.14975,1.0,0.12547725,0.41693115
295,802851.56,350107.44,303.91626,3.0,0.12547661,0.43215942
1923,802876.56,349332.44,320.70935,1.0,0.12544936,0.32229614
207,803276.56,350182.44,318.87927,1.0,0.12542081,0.37582397
2809,802101.56,348757.44,345.3841,1.0,0.12530033,0.42996216
1301,802551.56,349557.44,307.68573,1.0,0.12520516,0.43518066
1681,803551.56,349432.44,329.4954,1.0,0.1251924,0.4182129
170,803176.56,350207.44,314.77036,1.0,0.12509537,0.40020752
2872,802326.56,348682.44,342.9525,1.0,0.1249836,0.50027466
292,802776.56,350107.44,300.0248,1.0,0.124951445,0.3887024
1086,802126.56,349632.44,331.89474,1.0,0.124935135,0.41641235
3194,802689.5,349639.28,311.78543,2.0,0.1249109,0.4393921
2321,802176.56,349157.44,340.43005,1.0,0.124873646,0.40872192
548,802426.56,349882.44,303.41364,1.0,0.12476966,0.40438843
2756,802351.56,348832.44,325.0723,1.0,0.124639586,0.45166016
1163,802376.56,349607.44,303.109,1.0,0.12463145,0.5307007
3145,802328.2,348933.44,320.86197,1.0,0.12455963,0.43695068
3159,802408.75,349051.6,318.7645,5.0,0.12448215,0.39068604
1282,802076.56,349557.44,333.78714,1.0,0.12445299,0.4508667
3154,802334.75,348982.5,320.3125,1.0,0.12441639,0.33825684
676,803401.56,349832.44,306.59576,4.0,0.12440823,0.4845276
1611,803551.56,349457.44,329.48605,1.0,0.12440739,0.38375854
781,802251.56,349757.44,322.78372,1.0,0.12408089,0.4819641
1999,803176.56,349307.44,323.1848,1.0,0.12404425,0.39855957
1694,801876.56,349407.44,340.92078,1.0,0.12399916,0.43307495
3382,803033.6,350021.12,301.5505,1.0,0.12375735,0.4804077
1997,803126.56,349307.44,322.96872,1.0,0.123713605,0.45272827
687,803826.56,349832.44,332.2134,2.0,0.12371255,0.35604858
959,802401.56,349682.44,303.05548,1.0,0.12370483,0.337677
711,803251.56,349807.44,305.81104,1.0,0.12369388,0.42227173
201,803126.56,350182.44,313.53906,1.0,0.12364029,0.3491211
2947,802593.5,349808.84,302.19626,1.0,0.123636305,0.45996094
3233,802597.6,349253.7,318.4102,4.0,0.12360798,0.30239868
897,802451.56,349707.44,301.50583,1.0,0.123598635,0.7753906
3450,803414.94,350048.1,321.1722,1.0,0.12352653,0.3557129
220,802751.56,350157.44,299.46606,1.0,0.1234764,0.39401245
3301,803417.06,350068.0,321.87674,1.0,0.123439796,0.4031372
1704,802301.56,349407.44,318.36215,1.0,0.12330205,0.4421997
195,802976.56,350182.44,316.4636,3.0,0.123239994,0.40567017
1151,802076.56,349607.44,335.3033,1.0,0.12322368,0.4774475
46,802851.56,350307.44,312.0896,1.0,0.12319251,0.40707397
2704,802226.56,348882.44,330.72333,1.0,0.123109065,0.41122437
2613,802151.56,348982.44,334.45218,1.0,0.12288953,0.30819702
2502,802726.56,349082.44,326.70062,1.0,0.12281018,0.40786743
1157,802226.56,349607.44,317.41412,1.0,0.12279411,0.53744507
1954,801726.56,349307.44,356.9191,1.0,0.1227455,0.52679443
1205,803601.56,349607.44,327.52124,1.0,0.12273892,0.36776733
3451,803434.2,350045.6,321.4907,1.0,0.122650474,0.3444214
1237,802776.56,349582.44,320.61887,1.0,0.12254141,0.38555908
697,802451.56,349807.44,301.79086,1.0,0.12252216,0.35836792
1581,802801.56,349457.44,320.79434,6.0,0.12236455,0.44952393
166,803076.56,350207.44,317.8264,1.0,0.12231992,0.5860901
424,802651.56,349957.44,298.3593,1.0,0.12230833,0.51156616
1027,802376.56,349657.44,304.15738,1.0,0.12223884,0.5242615
2313,801876.56,349157.44,356.2269,2.0,0.122137666,0.41732788
24,803301.56,350357.44,327.93347,1.0,0.12211419,0.41253662
1098,802501.56,349632.44,301.42438,1.0,0.12211346,0.83709717
3198,802639.3,349702.72,306.80505,1.0,0.122072734,0.46899414
1651,802801.56,349432.44,320.92514,1.0,0.12202484,0.46047974
76,802976.56,350282.44,321.86978,1.0,0.121952005,0.4232483
758,802901.56,349782.44,318.5007,1.0,0.12194368,0.40441895
3381,803053.44,350023.0,301.92874,1.0,0.121852875,0.37820435
2371,802051.56,349132.44,354.37064,1.0,0.121729106,0.37091064
3026,802020.7,349219.56,353.47922,3.0,0.12170105,0.44869995
956,802326.56,349682.44,306.04376,1.0,0.12169025,0.31591797
2464,803126.56,349107.44,329.3431,1.0,0.12158353,0.40975952
2664,802426.56,348932.44,319.79385,1.0,0.121576324,0.34872437
458,802476.56,349932.44,299.54327,1.0,0.12154608,0.38006592
66,803351.56,350307.44,329.10175,5.0,0.121218815,0.43826294
1766,801951.56,349382.44,346.11575,1.0,0.12105312,0.39959717
3560,801992.1,349586.62,335.55347,1.0,0.12092743,0.5355835
107,803101.56,350257.44,322.72986,1.0,0.120925255,0.33666992
437,803151.56,349957.44,304.61383,1.0,0.120897636,0.34155273
3304,803477.25,350057.75,322.52927,1.0,0.12088986,0.38934326
2476,801951.56,349082.44,355.7191,1.0,0.12088567,0.3425293
3009,803055.56,349796.4,300.988,1.0,0.12072133,0.4210205
392,803001.56,349982.44,301.76175,2.0,0.12068141,0.40689087
1432,802401.56,349507.44,307.49362,1.0,0.12068128,0.42419434
364,802401.56,350007.44,309.92596,4.0,0.12067869,0.42523193
2951,802418.06,349581.66,303.3909,1.0,0.12038564,0.390625
3100,802711.56,349668.66,311.13293,4.0,0.12034266,0.49554443
1477,803626.56,349507.44,330.5802,1.0,0.12025246,0.35110474
3192,802708.6,349602.44,314.413,1.0,0.12024031,0.3956604
3305,803497.1,350051.72,323.1361,1.0,0.12015543,0.4003601
1398,803376.56,349532.44,326.94635,7.0,0.12010614,0.36184692
3164,802471.2,349129.16,316.95636,1.0,0.12004296,0.42974854
3153,802318.94,348970.4,320.62692,1.0,0.11996367,0.30062866
1593,803101.56,349457.44,312.89447,1.0,0.11979675,0.44125366
2312,801851.56,349157.44,357.0114,3.0,0.119786456,0.4083557
1275,803726.56,349582.44,332.69305,1.0,0.11975981,0.40930176
2256,801851.56,349182.44,358.90738,8.0,0.11966226,0.40176392
3202,802604.7,349759.72,304.07498,3.0,0.119513765,0.37606812
2428,802126.56,349107.44,344.40894,1.0,0.119508915,0.4447937
102,802976.56,350257.44,321.30478,4.0,0.11950664,0.41125488
3446,803336.1,350054.88,319.52365,1.0,0.11947706,0.35708618
3094,802632.9,349759.78,304.47818,1.0,0.11947632,0.36392212
3193,802700.3,349620.53,313.16763,1.0,0.11946098,0.407135
1690,801776.56,349407.44,340.02505,1.0,0.11942978,0.35031128
2565,802251.56,349032.44,331.42368,1.0,0.11933691,0.49942017
838,802426.56,349732.44,302.08975,1.0,0.119282424,0.3866577
3066,802627.25,349336.34,318.04965,1.0,0.11927771,0.43243408
174,803276.56,350207.44,318.99023,2.0,0.11925066,0.36828613
3231,802624.9,349282.72,319.83487,1.0,0.11923869,0.33084106
593,802301.56,349857.44,318.91638,1.0,0.119202174,0.46801758
2553,802801.56,349057.44,332.4289,2.0,0.11917005,0.4177246
1258,803301.56,349582.44,310.46384,1.0,0.11915239,0.3901062
1809,803351.56,349382.44,325.3076,1.0,0.11912166,0.47433472
1940,803301.56,349332.44,326.45233,1.0,0.11911541,0.3902893
3205,802646.4,349717.3,306.70218,1.0,0.11910514,0.44641113
3550,802690.1,349882.4,299.37946,1.0,0.119104594,0.3383789
2922,802276.56,348582.44,344.92087,1.0,0.1190699,0.33358765
2519,803176.56,349082.44,329.67563,1.0,0.11896566,0.19412231
3203,802618.56,349745.78,304.48315,1.0,0.11893141,0.40353394
1902,802051.56,349332.44,349.23038,1.0,0.11889335,0.41766357
1751,803576.56,349407.44,330.6573,3.0,0.11876187,0.37457275
1343,803701.56,349557.44,331.0663,3.0,0.118697375,0.38049316
2156,802201.56,349232.44,328.7228,1.0,0.11857875,0.5135498
650,802476.56,349832.44,300.23727,1.0,0.11852013,0.5147705
551,802501.56,349882.44,299.1933,1.0,0.118492015,1.2127075
1209,803701.56,349607.44,331.64883,1.0,0.118453965,0.3975525
2604,802676.56,349007.44,335.03806,1.0,0.11844463,0.40197754
2644,802501.56,348957.44,323.09082,1.0,0.11843113,0.4507141
280,803376.56,350132.44,324.77774,1.0,0.11830818,0.3466797
1284,802126.56,349557.44,331.56454,1.0,0.118286446,0.40664673
3387,802938.75,350001.34,299.58618,1.0,0.118144244,0.4295044
999,803576.56,349682.44,322.63095,1.0,0.11814238,0.38256836
406,803351.56,349982.44,319.84012,1.0,0.11811272,0.42858887
699,802501.56,349807.44,300.83817,1.0,0.11803942,0.85388184
2718,801976.56,348857.44,348.67673,1.0,0.11801853,0.41738892
713,803301.56,349807.44,305.35812,1.0,0.117942594,0.48147583
2328,802351.56,349157.44,318.2466,1.0,0.11793428,0.35406494
2735,802401.56,348857.44,322.21875,1.0,0.11792602,0.42181396
1444,802801.56,349507.44,320.37537,1.0,0.117884316,0.45257568
1662,803076.56,349432.44,317.30762,1.0,0.11787629,0.44177246
51,802976.56,350307.44,322.67932,1.0,0.11784805,0.41574097
3565,802075.2,349532.22,332.15762,1.0,0.11772467,0.6260681
1402,803476.56,349532.44,325.125,1.0,0.117667265,0.50271606
363,803626.56,350032.44,329.27335,1.0,0.117637545,0.39904785
3299,803377.44,350072.1,321.35657,1.0,0.11763157,0.32696533
695,802401.56,349807.44,304.0739,1.0,0.11739501,0.37112427
1141,803701.56,349632.44,330.7633,1.0,0.11727426,0.35403442
3160,802421.25,349067.12,318.43716,1.0,0.11721293,0.37200928
2535,802226.56,349057.44,331.90125,1.0,0.11718955,0.38278198
932,803526.56,349707.44,321.53296,1.0,0.11702398,0.4434204
3562,802025.4,349564.84,334.62842,1.0,0.11695722,0.585022
3191,802716.9,349584.25,315.54782,2.0,0.116916716,0.3897705
1929,803026.56,349332.44,322.3961,1.0,0.11685536,0.58599854
341,803576.56,350082.44,327.07983,1.0,0.116843455,0.3652954
3598,802370.25,349262.22,315.63086,1.0,0.11682029,0.53253174
101,802951.56,350257.44,320.1445,1.0,0.116819896,0.39672852
1723,802876.56,349407.44,318.55002,1.0,0.11680135,0.48986816
1932,803101.56,349332.44,320.7548,1.0,0.11679478,0.47961426
3603,802286.6,349315.97,317.91565,1.0,0.116772085,0.36657715
2150,802001.56,349232.44,354.00107,1.0,0.11677202,0.42788696
1489,801926.56,349482.44,340.26404,1.0,0.11676468,0.43688965
142,803251.56,350232.44,318.04767,1.0,0.116712645,0.38034058
3020,801896.06,349134.75,355.33087,1.0,0.11669036,0.51278687
2493,802376.56,349082.44,319.58536,1.0,0.1165973,0.379364
2232,802926.56,349207.44,325.06857,1.0,0.11658342,0.40985107
3638,802014.4,349548.12,334.62384,1.0,0.11657167,0.5104065
2176,802951.56,349232.44,324.45413,1.0,0.11651907,0.4564209
3300,803397.25,350070.1,321.36996,2.0,0.116263695,0.3468628
1169,802601.56,349607.44,317.59738,3.0,0.11612349,0.41036987
479,803151.56,349932.44,304.27786,1.0,0.11608034,0.2817688
2329,802376.56,349157.44,318.2452,1.0,0.11607325,0.32125854
3659,802363.4,349319.88,316.23892,1.0,0.11603581,0.4038086
339,803526.56,350082.44,326.55423,1.0,0.11601269,0.3923645
2803,802451.56,348782.44,331.52502,1.0,0.116000086,0.4046936
896,802426.56,349707.44,302.0909,5.0,0.115943685,0.36810303
3190,802723.25,349562.75,316.635,1.0,0.11581328,0.38894653
577,803276.56,349882.44,303.7213,3.0,0.11578719,0.40985107
3045,802354.2,349022.6,319.63312,1.0,0.115774915,0.39144897
949,802151.56,349682.44,331.42642,2.0,0.11573984,0.30047607
1876,803351.56,349357.44,326.7406,2.0,0.115711264,0.45559692
3534,802970.94,350032.16,300.1194,6.0,0.11569787,0.24450684
1966,802026.56,349307.44,350.16553,1.0,0.11559315,0.36257935
3605,802253.4,349337.72,319.1505,1.0,0.11559288,0.40655518
1830,801901.56,349357.44,344.07498,1.0,0.11544204,0.3447876
2060,803101.56,349282.44,325.03125,3.0,0.115387075,0.33621216
3653,802263.44,349384.94,319.61658,2.0,0.11535779,0.46533203
1796,803026.56,349382.44,319.8297,1.0,0.11518944,0.4895935
3162,802446.25,349098.12,317.84595,1.0,0.11516338,0.4463501
2301,803226.56,349182.44,328.3715,1.0,0.11508179,0.3777771
1153,802126.56,349607.44,331.94064,1.0,0.11503699,0.45614624
1569,802401.56,349457.44,307.80783,1.0,0.114961,0.32785034
52,803001.56,350307.44,324.25623,1.0,0.11492606,0.4038086
2859,802001.56,348682.44,348.40057,1.0,0.11475976,0.3953247
291,802751.56,350107.44,299.29047,1.0,0.114733875,0.3607483
1204,803576.56,349607.44,326.90018,1.0,0.11472233,0.35482788
1622,801801.56,349432.44,339.42648,3.0,0.11471451,0.3998108
1036,802776.56,349657.44,319.9355,1.0,0.114571154,0.44436646
2257,801876.56,349182.44,358.92886,1.0,0.114504755,0.396698
600,802476.56,349857.44,299.65765,1.0,0.114490405,0.7767029
3590,802490.8,349259.84,315.2608,1.0,0.11446939,0.57321167
3210,802706.3,349641.03,312.22614,1.0,0.11445363,0.43862915
971,802876.56,349682.44,319.10205,1.0,0.114434846,0.35769653
1306,802676.56,349557.44,319.562,1.0,0.11440771,0.40805054
649,802451.56,349832.44,301.4882,1.0,0.11440765,0.42703247
3666,802476.25,349246.1,315.25256,3.0,0.11438389,0.56204224
103,803001.56,350257.44,322.44727,1.0,0.11436602,0.40148926
3464,803656.0,349934.25,325.7906,6.0,0.11435967,0.3189392
826,802126.56,349732.44,336.70645,1.0,0.11435791,0.38980103
1865,803076.56,349357.44,320.39185,1.0,0.11401091,0.45166016
120,803426.56,350257.44,328.9498,1.0,0.1139963,0.3834839
1707,802376.56,349407.44,309.9188,1.0,0.1139862,0.48501587
1691,801801.56,349407.44,340.04382,1.0,0.11396944,0.38101196
3151,802287.3,348946.2,321.6263,2.0,0.11395633,0.36950684
2275,802451.56,349182.44,315.98038,1.0,0.11385904,0.38946533
2186,803201.56,349232.44,326.8095,3.0,0.11377328,0.33694458
2711,802401.56,348882.44,322.0224,1.0,0.113734245,0.40808105
1805,803251.56,349382.44,321.53125,1.0,0.1135898,0.36221313
11,802976.56,350357.44,323.87296,1.0,0.11349044,0.3824463
670,803251.56,349832.44,303.45175,1.0,0.11346868,0.29336548
1732,803101.56,349407.44,312.86002,1.0,0.11338519,0.39486694
2003,803276.56,349307.44,326.1075,1.0,0.11332397,0.335083
